Rule_ID,Category,Business_Rule_Plain_English,Primary_IRS_Authority,source_file
BR2-0438,LIMITS: STANDARD DEDUCTION,"For standard deduction, Generate test cases at the limit boundary (just below start, at start, midpoint, at end, just above end) and compare to IRS worksheet examples when available.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0439,LIMITS: DEPENDENT STANDARD DEDUCTION,"For dependent standard deduction, Compute the benefit using the IRS worksheet ordering, then apply the limit/phaseout exactly as the worksheet prescribes.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0440,LIMITS: STUDENT LOAN INTEREST,"For student loan interest deduction, Require the specific input fields needed for the limit (MAGI, earned income, investment income, age, dependency) and block calculation if any are missing.",IRS Rev. Proc. 2024-40 (inflation adjustments for 2025 baseline items),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0441,LIMITS: DEPENDENT STANDARD DEDUCTION,"For dependent standard deduction, Compute the benefit using the IRS worksheet ordering, then apply the limit/phaseout exactly as the worksheet prescribes.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0442,LIMITS: STUDENT LOAN INTEREST,"For student loan interest deduction, Compute the benefit using the IRS worksheet ordering, then apply the limit/phaseout exactly as the worksheet prescribes.",IRS Rev. Proc. 2024-40 (inflation adjustments for 2025 baseline items),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0443,LIMITS: DEPENDENT STANDARD DEDUCTION,"For dependent standard deduction, Compute the benefit using the IRS worksheet ordering, then apply the limit/phaseout exactly as the worksheet prescribes.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0444,LIMITS: STANDARD DEDUCTION,"For standard deduction, When the limit eliminates the benefit, output $0 and include an explanation string that states which limit was exceeded.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0445,LIMITS: ITEMIZED DEDUCTIONS (GATING),"For itemized deduction cap/eligibility, Do not let a user override a computed limit without entering a documented IRS-based reason code and attaching supporting documentation.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0446,LIMITS: ITEMIZED DEDUCTIONS (GATING),"For itemized deduction cap/eligibility, Require the specific input fields needed for the limit (MAGI, earned income, investment income, age, dependency) and block calculation if any are missing.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0447,LIMITS: STANDARD DEDUCTION,"For standard deduction, Compute the benefit using the IRS worksheet ordering, then apply the limit/phaseout exactly as the worksheet prescribes.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0448,PHASEOUTS: IRA (TRAD/ROTH),"For IRA MAGI phaseout, Do not let a user override a computed limit without entering a documented IRS-based reason code and attaching supporting documentation.",IRS Publication 590-A (2025 draft) (IRAs),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0449,PHASEOUTS: IRA (TRAD/ROTH),"For IRA MAGI phaseout, Do not let a user override a computed limit without entering a documented IRS-based reason code and attaching supporting documentation.",IRS Publication 590-A (2025 draft) (IRAs),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0450,LIMITS: ITEMIZED DEDUCTIONS (GATING),"For itemized deduction cap/eligibility, Store the (start/end/limit) parameters by filing status in the TY2025 constants table and reference them during computation.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0451,LIMITS: STUDENT LOAN INTEREST,"For student loan interest deduction, Require the specific input fields needed for the limit (MAGI, earned income, investment income, age, dependency) and block calculation if any are missing.",IRS Rev. Proc. 2024-40 (inflation adjustments for 2025 baseline items),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0452,LIMITS: STUDENT LOAN INTEREST,"For student loan interest deduction, When the limit eliminates the benefit, output $0 and include an explanation string that states which limit was exceeded.",IRS Rev. Proc. 2024-40 (inflation adjustments for 2025 baseline items),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0453,LIMITS: DEPENDENT STANDARD DEDUCTION,"For dependent standard deduction, Generate test cases at the limit boundary (just below start, at start, midpoint, at end, just above end) and compare to IRS worksheet examples when available.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0454,LIMITS: STUDENT LOAN INTEREST,"For student loan interest deduction, Do not let a user override a computed limit without entering a documented IRS-based reason code and attaching supporting documentation.",IRS Rev. Proc. 2024-40 (inflation adjustments for 2025 baseline items),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0455,LIMITS: IRA CONTRIBUTIONS/DEDUCTIONS,"For IRA contribution/deduction, Require the specific input fields needed for the limit (MAGI, earned income, investment income, age, dependency) and block calculation if any are missing.",IRS Publication 590-A (2025 draft) (IRAs),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0456,LIMITS: IRA CONTRIBUTIONS/DEDUCTIONS,"For IRA contribution/deduction, Store the (start/end/limit) parameters by filing status in the TY2025 constants table and reference them during computation.",IRS Publication 590-A (2025 draft) (IRAs),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0457,LIMITS: STANDARD DEDUCTION,"For standard deduction, Compute the benefit using the IRS worksheet ordering, then apply the limit/phaseout exactly as the worksheet prescribes.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0458,PHASEOUTS: IRA (TRAD/ROTH),"For IRA MAGI phaseout, Generate test cases at the limit boundary (just below start, at start, midpoint, at end, just above end) and compare to IRS worksheet examples when available.",IRS Publication 590-A (2025 draft) (IRAs),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0459,PHASEOUTS: IRA (TRAD/ROTH),"For IRA MAGI phaseout, When the limit eliminates the benefit, output $0 and include an explanation string that states which limit was exceeded.",IRS Publication 590-A (2025 draft) (IRAs),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0460,LIMITS: DEPENDENT STANDARD DEDUCTION,"For dependent standard deduction, When the limit eliminates the benefit, output $0 and include an explanation string that states which limit was exceeded.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0461,PHASEOUTS: IRA (TRAD/ROTH),"For IRA MAGI phaseout, Do not let a user override a computed limit without entering a documented IRS-based reason code and attaching supporting documentation.",IRS Publication 590-A (2025 draft) (IRAs),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0462,LIMITS: EITC / CTC (GATING),"For refundable credit limit/eligibility, Require the specific input fields needed for the limit (MAGI, earned income, investment income, age, dependency) and block calculation if any are missing.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0463,LIMITS: ITEMIZED DEDUCTIONS (GATING),"For itemized deduction cap/eligibility, When the limit eliminates the benefit, output $0 and include an explanation string that states which limit was exceeded.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0464,LIMITS: DEPENDENT STANDARD DEDUCTION,"For dependent standard deduction, Generate test cases at the limit boundary (just below start, at start, midpoint, at end, just above end) and compare to IRS worksheet examples when available.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0465,LIMITS: STANDARD DEDUCTION,"For standard deduction, When the limit eliminates the benefit, output $0 and include an explanation string that states which limit was exceeded.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0466,PHASEOUTS: EDUCATION BENEFITS,"For education benefit MAGI phaseout, Generate test cases at the limit boundary (just below start, at start, midpoint, at end, just above end) and compare to IRS worksheet examples when available.",IRS Publication 17 (2025) web version,us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0467,PHASEOUTS: IRA (TRAD/ROTH),"For IRA MAGI phaseout, Store the (start/end/limit) parameters by filing status in the TY2025 constants table and reference them during computation.",IRS Publication 590-A (2025 draft) (IRAs),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0468,LIMITS: DEPENDENT STANDARD DEDUCTION,"For dependent standard deduction, Compute the benefit using the IRS worksheet ordering, then apply the limit/phaseout exactly as the worksheet prescribes.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0469,LIMITS: STANDARD DEDUCTION,"For standard deduction, Do not let a user override a computed limit without entering a documented IRS-based reason code and attaching supporting documentation.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0470,PHASEOUTS: IRA (TRAD/ROTH),"For IRA MAGI phaseout, Generate test cases at the limit boundary (just below start, at start, midpoint, at end, just above end) and compare to IRS worksheet examples when available.",IRS Publication 590-A (2025 draft) (IRAs),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0471,LIMITS: STANDARD DEDUCTION,"For standard deduction, Compute the benefit using the IRS worksheet ordering, then apply the limit/phaseout exactly as the worksheet prescribes.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0472,LIMITS: ITEMIZED DEDUCTIONS (GATING),"For itemized deduction cap/eligibility, Generate test cases at the limit boundary (just below start, at start, midpoint, at end, just above end) and compare to IRS worksheet examples when available.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0473,LIMITS: ITEMIZED DEDUCTIONS (GATING),"For itemized deduction cap/eligibility, Require the specific input fields needed for the limit (MAGI, earned income, investment income, age, dependency) and block calculation if any are missing.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0474,LIMITS: IRA CONTRIBUTIONS/DEDUCTIONS,"For IRA contribution/deduction, Generate test cases at the limit boundary (just below start, at start, midpoint, at end, just above end) and compare to IRS worksheet examples when available.",IRS Publication 590-A (2025 draft) (IRAs),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0475,LIMITS: EITC / CTC (GATING),"For refundable credit limit/eligibility, Do not let a user override a computed limit without entering a documented IRS-based reason code and attaching supporting documentation.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0476,LIMITS: ITEMIZED DEDUCTIONS (GATING),"For itemized deduction cap/eligibility, Store the (start/end/limit) parameters by filing status in the TY2025 constants table and reference them during computation.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0477,LIMITS: ITEMIZED DEDUCTIONS (GATING),"For itemized deduction cap/eligibility, Require the specific input fields needed for the limit (MAGI, earned income, investment income, age, dependency) and block calculation if any are missing.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0478,LIMITS: EITC / CTC (GATING),"For refundable credit limit/eligibility, Require the specific input fields needed for the limit (MAGI, earned income, investment income, age, dependency) and block calculation if any are missing.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0479,PHASEOUTS: EDUCATION BENEFITS,"For education benefit MAGI phaseout, Do not let a user override a computed limit without entering a documented IRS-based reason code and attaching supporting documentation.",IRS Publication 17 (2025) web version,us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0480,LIMITS: DEPENDENT STANDARD DEDUCTION,"For dependent standard deduction, Compute the benefit using the IRS worksheet ordering, then apply the limit/phaseout exactly as the worksheet prescribes.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0481,PHASEOUTS: EDUCATION BENEFITS,"For education benefit MAGI phaseout, When the limit eliminates the benefit, output $0 and include an explanation string that states which limit was exceeded.",IRS Publication 17 (2025) web version,us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0482,LIMITS: ITEMIZED DEDUCTIONS (GATING),"For itemized deduction cap/eligibility, Require the specific input fields needed for the limit (MAGI, earned income, investment income, age, dependency) and block calculation if any are missing.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0483,LIMITS: EITC / CTC (GATING),"For refundable credit limit/eligibility, Generate test cases at the limit boundary (just below start, at start, midpoint, at end, just above end) and compare to IRS worksheet examples when available.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0484,LIMITS: STANDARD DEDUCTION,"For standard deduction, When the limit eliminates the benefit, output $0 and include an explanation string that states which limit was exceeded.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0485,LIMITS: DEPENDENT STANDARD DEDUCTION,"For dependent standard deduction, Require the specific input fields needed for the limit (MAGI, earned income, investment income, age, dependency) and block calculation if any are missing.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0486,PHASEOUTS: IRA (TRAD/ROTH),"For IRA MAGI phaseout, Require the specific input fields needed for the limit (MAGI, earned income, investment income, age, dependency) and block calculation if any are missing.",IRS Publication 590-A (2025 draft) (IRAs),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0487,LIMITS: DEPENDENT STANDARD DEDUCTION,"For dependent standard deduction, When the limit eliminates the benefit, output $0 and include an explanation string that states which limit was exceeded.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0488,LIMITS: STANDARD DEDUCTION,"For standard deduction, Do not let a user override a computed limit without entering a documented IRS-based reason code and attaching supporting documentation.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0489,LIMITS: ITEMIZED DEDUCTIONS (GATING),"For itemized deduction cap/eligibility, When the limit eliminates the benefit, output $0 and include an explanation string that states which limit was exceeded.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0490,LIMITS: STANDARD DEDUCTION,"For standard deduction, Compute the benefit using the IRS worksheet ordering, then apply the limit/phaseout exactly as the worksheet prescribes.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0491,PHASEOUTS: EDUCATION BENEFITS,"For education benefit MAGI phaseout, Generate test cases at the limit boundary (just below start, at start, midpoint, at end, just above end) and compare to IRS worksheet examples when available.",IRS Publication 17 (2025) web version,us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0492,LIMITS: ITEMIZED DEDUCTIONS (GATING),"For itemized deduction cap/eligibility, Do not let a user override a computed limit without entering a documented IRS-based reason code and attaching supporting documentation.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0493,LIMITS: ITEMIZED DEDUCTIONS (GATING),"For itemized deduction cap/eligibility, Store the (start/end/limit) parameters by filing status in the TY2025 constants table and reference them during computation.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0494,LIMITS: STUDENT LOAN INTEREST,"For student loan interest deduction, Require the specific input fields needed for the limit (MAGI, earned income, investment income, age, dependency) and block calculation if any are missing.",IRS Rev. Proc. 2024-40 (inflation adjustments for 2025 baseline items),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0495,LIMITS: IRA CONTRIBUTIONS/DEDUCTIONS,"For IRA contribution/deduction, Require the specific input fields needed for the limit (MAGI, earned income, investment income, age, dependency) and block calculation if any are missing.",IRS Publication 590-A (2025 draft) (IRAs),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0496,LIMITS: ITEMIZED DEDUCTIONS (GATING),"For itemized deduction cap/eligibility, Do not let a user override a computed limit without entering a documented IRS-based reason code and attaching supporting documentation.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0497,LIMITS: ITEMIZED DEDUCTIONS (GATING),"For itemized deduction cap/eligibility, Store the (start/end/limit) parameters by filing status in the TY2025 constants table and reference them during computation.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0498,LIMITS: STANDARD DEDUCTION,"For standard deduction, Do not let a user override a computed limit without entering a documented IRS-based reason code and attaching supporting documentation.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0499,LIMITS: STUDENT LOAN INTEREST,"For student loan interest deduction, Do not let a user override a computed limit without entering a documented IRS-based reason code and attaching supporting documentation.",IRS Rev. Proc. 2024-40 (inflation adjustments for 2025 baseline items),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0500,LIMITS: IRA CONTRIBUTIONS/DEDUCTIONS,"For IRA contribution/deduction, Require the specific input fields needed for the limit (MAGI, earned income, investment income, age, dependency) and block calculation if any are missing.",IRS Publication 590-A (2025 draft) (IRAs),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0501,LIMITS: STANDARD DEDUCTION,"For standard deduction, Generate test cases at the limit boundary (just below start, at start, midpoint, at end, just above end) and compare to IRS worksheet examples when available.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0502,LIMITS: EITC / CTC (GATING),"For refundable credit limit/eligibility, Store the (start/end/limit) parameters by filing status in the TY2025 constants table and reference them during computation.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0503,LIMITS: STUDENT LOAN INTEREST,"For student loan interest deduction, Store the (start/end/limit) parameters by filing status in the TY2025 constants table and reference them during computation.",IRS Rev. Proc. 2024-40 (inflation adjustments for 2025 baseline items),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0504,LIMITS: ITEMIZED DEDUCTIONS (GATING),"For itemized deduction cap/eligibility, Store the (start/end/limit) parameters by filing status in the TY2025 constants table and reference them during computation.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0505,LIMITS: IRA CONTRIBUTIONS/DEDUCTIONS,"For IRA contribution/deduction, When the limit eliminates the benefit, output $0 and include an explanation string that states which limit was exceeded.",IRS Publication 590-A (2025 draft) (IRAs),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0506,PHASEOUTS: IRA (TRAD/ROTH),"For IRA MAGI phaseout, Generate test cases at the limit boundary (just below start, at start, midpoint, at end, just above end) and compare to IRS worksheet examples when available.",IRS Publication 590-A (2025 draft) (IRAs),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0507,PHASEOUTS: IRA (TRAD/ROTH),"For IRA MAGI phaseout, When the limit eliminates the benefit, output $0 and include an explanation string that states which limit was exceeded.",IRS Publication 590-A (2025 draft) (IRAs),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0508,LIMITS: ITEMIZED DEDUCTIONS (GATING),"For itemized deduction cap/eligibility, When the limit eliminates the benefit, output $0 and include an explanation string that states which limit was exceeded.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0509,LIMITS: STUDENT LOAN INTEREST,"For student loan interest deduction, When the limit eliminates the benefit, output $0 and include an explanation string that states which limit was exceeded.",IRS Rev. Proc. 2024-40 (inflation adjustments for 2025 baseline items),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0510,LIMITS: IRA CONTRIBUTIONS/DEDUCTIONS,"For IRA contribution/deduction, When the limit eliminates the benefit, output $0 and include an explanation string that states which limit was exceeded.",IRS Publication 590-A (2025 draft) (IRAs),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0511,LIMITS: STUDENT LOAN INTEREST,"For student loan interest deduction, Generate test cases at the limit boundary (just below start, at start, midpoint, at end, just above end) and compare to IRS worksheet examples when available.",IRS Rev. Proc. 2024-40 (inflation adjustments for 2025 baseline items),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0512,LIMITS: IRA CONTRIBUTIONS/DEDUCTIONS,"For IRA contribution/deduction, Store the (start/end/limit) parameters by filing status in the TY2025 constants table and reference them during computation.",IRS Publication 590-A (2025 draft) (IRAs),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0513,PHASEOUTS: IRA (TRAD/ROTH),"For IRA MAGI phaseout, When the limit eliminates the benefit, output $0 and include an explanation string that states which limit was exceeded.",IRS Publication 590-A (2025 draft) (IRAs),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0514,PHASEOUTS: EDUCATION BENEFITS,"For education benefit MAGI phaseout, Generate test cases at the limit boundary (just below start, at start, midpoint, at end, just above end) and compare to IRS worksheet examples when available.",IRS Publication 17 (2025) web version,us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0515,PHASEOUTS: IRA (TRAD/ROTH),"For IRA MAGI phaseout, Store the (start/end/limit) parameters by filing status in the TY2025 constants table and reference them during computation.",IRS Publication 590-A (2025 draft) (IRAs),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0516,PHASEOUTS: IRA (TRAD/ROTH),"For IRA MAGI phaseout, Do not let a user override a computed limit without entering a documented IRS-based reason code and attaching supporting documentation.",IRS Publication 590-A (2025 draft) (IRAs),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0517,PHASEOUTS: IRA (TRAD/ROTH),"For IRA MAGI phaseout, Generate test cases at the limit boundary (just below start, at start, midpoint, at end, just above end) and compare to IRS worksheet examples when available.",IRS Publication 590-A (2025 draft) (IRAs),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0518,LIMITS: ITEMIZED DEDUCTIONS (GATING),"For itemized deduction cap/eligibility, Compute the benefit using the IRS worksheet ordering, then apply the limit/phaseout exactly as the worksheet prescribes.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0519,LIMITS: ITEMIZED DEDUCTIONS (GATING),"For itemized deduction cap/eligibility, Generate test cases at the limit boundary (just below start, at start, midpoint, at end, just above end) and compare to IRS worksheet examples when available.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0520,LIMITS: ITEMIZED DEDUCTIONS (GATING),"For itemized deduction cap/eligibility, Require the specific input fields needed for the limit (MAGI, earned income, investment income, age, dependency) and block calculation if any are missing.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0521,PHASEOUTS: EDUCATION BENEFITS,"For education benefit MAGI phaseout, Generate test cases at the limit boundary (just below start, at start, midpoint, at end, just above end) and compare to IRS worksheet examples when available.",IRS Publication 17 (2025) web version,us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0522,LIMITS: EITC / CTC (GATING),"For refundable credit limit/eligibility, When the limit eliminates the benefit, output $0 and include an explanation string that states which limit was exceeded.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0523,PHASEOUTS: EDUCATION BENEFITS,"For education benefit MAGI phaseout, Compute the benefit using the IRS worksheet ordering, then apply the limit/phaseout exactly as the worksheet prescribes.",IRS Publication 17 (2025) web version,us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0524,LIMITS: STUDENT LOAN INTEREST,"For student loan interest deduction, Generate test cases at the limit boundary (just below start, at start, midpoint, at end, just above end) and compare to IRS worksheet examples when available.",IRS Rev. Proc. 2024-40 (inflation adjustments for 2025 baseline items),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0525,LIMITS: EITC / CTC (GATING),"For refundable credit limit/eligibility, Compute the benefit using the IRS worksheet ordering, then apply the limit/phaseout exactly as the worksheet prescribes.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0526,LIMITS: EITC / CTC (GATING),"For refundable credit limit/eligibility, Store the (start/end/limit) parameters by filing status in the TY2025 constants table and reference them during computation.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0527,PHASEOUTS: EDUCATION BENEFITS,"For education benefit MAGI phaseout, Do not let a user override a computed limit without entering a documented IRS-based reason code and attaching supporting documentation.",IRS Publication 17 (2025) web version,us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
BR2-0528,LIMITS: ITEMIZED DEDUCTIONS (GATING),"For itemized deduction cap/eligibility, Do not let a user override a computed limit without entering a documented IRS-based reason code and attaching supporting documentation.",IRS Instructions for Form 1040 and 1040-SR (2025) (i1040gi.pdf),us_individual_tax_business_rules_addendum_1000_2025_limits_phaseouts.csv
